,news,Publish_Date,sentiment_score,sentiment_label,sentiment_score_updated,sentiment_label_updated
913,seniorlevel hiring infosys set get tougher,2014-02-24,0.0,neutral,0.0,neutral
914,mysuru infosys techie kidnapped exlover rescued within 12 hours,2017-06-22,0.0,neutral,0.0,neutral
915,mtr cater infosys wipro anymore,2002-01-01,0.0,neutral,0.0,neutral
916,infosys looks talent us universities,2006-04-18,0.0,neutral,0.0,neutral
917,infosys promises fairness uiai deal,2009-07-29,0.0,neutral,0.0,neutral
918,hikes promotions infosys,2009-09-14,0.0,neutral,0.0,neutral
919,infosys income zooms five times,2010-01-12,0.0,neutral,0.0,neutral
920,highestpaid execs infosys,2010-05-03,0.0,neutral,0.0,neutral
921,hcl infosystems bags 6year pds deal,2010-08-02,0.0,neutral,1.0,positive
922,q2 tcs infosys wipro post strong growth,2011-10-11,0.4333333373069763,positive,0.0,neutral
923,macroeconomic situation impact budget next year infosys,2011-10-12,0.0,neutral,0.0,neutral
924,lic ups infosys stake record high buys 2k crore worth shares,2012-07-13,0.23000000417232513,positive,0.0,neutral
925,infosys beats expectations share price 4,2013-10-11,0.0,neutral,0.0,neutral
926,noida get infosys campus,2014-02-01,0.0,neutral,0.0,neutral
927,vishal sikka made infosys great place work coo ub pravin rao,2015-11-09,0.800000011920929,positive,0.0,neutral
928,infosys ceo vishal sikka says journey ahead challenging,2017-05-23,0.5,positive,0.0,neutral
929,nilekani step infosys,2009-06-25,0.0,neutral,0.0,neutral
930,13 littleknown facts infosys,2009-09-01,0.0,neutral,0.0,neutral
931,infosys acquires software unit zealand,2011-06-09,0.0,neutral,1.0,positive
932,infosys pursue bold acquisition,2011-08-16,0.3333333432674408,positive,0.0,neutral
933,sensex 98 points early trade infosys falls 15,2013-04-15,0.10000000149011612,positive,-1.0,negative
934,infosys vishal sikka continues reshuffle exercise restructuring takes place labs sales force,2015-03-03,0.0,neutral,0.0,neutral
935,power supply plan tcs infosys gathers momentum,2015-09-29,0.0,neutral,0.0,neutral
936,infosys warns lower margins q3,2015-11-17,0.0,neutral,0.0,neutral
937,edgeverve evp michael reh quits infosys,2016-01-14,0.0,neutral,0.0,neutral
938,infosys gives 5 per cent average increment,2017-07-05,-0.15000000596046448,negative,0.0,neutral
939,infosys set buy philips bpo arm,2007-07-18,0.0,neutral,1.0,positive
940,axon buy means hclinfosys,2008-09-29,0.0,neutral,1.0,positive
941,chop shop remarks infosys outrages us inc,2010-08-11,0.0,neutral,0.0,neutral
942,infosys may cut revenue guidance 4,2013-01-10,0.0,neutral,0.0,neutral
943,infosys keep land awaits sops,2013-08-06,0.0,neutral,0.0,neutral
944,infosys surges naming former sap executive ceo,2014-06-12,0.0,neutral,1.0,positive
945,murthy bids adieu infosys,2014-06-14,0.0,neutral,0.0,neutral
946,giants like tcs infosys may face speed bumps shortterm,2016-07-16,0.0,neutral,0.0,neutral
947,14 years court battle infosys employee yet get bda site,2017-08-17,0.0,neutral,0.0,neutral
948,infosys next ceo likeness backroom nutsandbolts guy global poster boy,2017-08-20,0.0,neutral,0.0,neutral
949,infosys eyeing europe middleeast africa finacle,2007-10-21,0.0,neutral,0.0,neutral
950,infosys obama billing rates  q3,2008-11-17,0.0,neutral,0.0,neutral
951,infosys 40 hires rural areas,2010-06-21,0.0,neutral,0.0,neutral
952,cognizant overtakes wipro may topple infosys q3,2011-08-03,0.0,neutral,0.0,neutral
953,mamata banerjee offers park status infosys,2012-06-14,0.10000000149011612,positive,0.0,neutral
954,infosys end cash pile mystery post results,2012-07-12,0.0,neutral,0.0,neutral
955,infosys gets deputy legal head two seniorlevel exits,2012-08-09,0.20000000298023224,positive,0.0,neutral
956,infosys government use big data increase tax collection,2013-11-05,0.0,neutral,0.0,neutral
957,former sap executive vishal sikka set infosys ceo,2014-06-02,0.0,neutral,0.0,neutral
958,infosys wipro firms revamp culture attract young talent battle startups,2015-06-18,0.10000000149011612,positive,0.0,neutral
959,arrested security guard fought infosys techie rasila raju,2017-01-31,0.0,neutral,0.0,neutral
960,infosys board take 13kcr buyback call saturday,2017-08-17,0.0,neutral,0.0,neutral
961,infosys q3 net profit jumps 31,2006-01-11,0.0,neutral,0.0,neutral
962,infosys freeze hiring job cuts,2008-12-04,0.0,neutral,0.0,neutral
963,infosys increase local hiring,2010-09-02,0.0,neutral,0.0,neutral
964,infosys fastest seize industry shift towards highvalue enterprise services,2011-05-18,0.0,neutral,0.0,neutral
965,infosys tvs sign auspicious merger,2011-06-06,0.0,neutral,0.0,neutral
966,think infosys body shop,2011-10-07,0.0,neutral,0.0,neutral
967,infosys q2 consolidated net 972 1906 crore,2011-10-12,0.0,neutral,0.0,neutral
968,sensex zooms 422 points infosys beats estimates,2011-10-12,0.0,neutral,0.0,neutral
969,infosys team city next week finalise super corridor project,2011-11-24,0.1666666716337204,positive,0.0,neutral
970,infosys chief financial officer v balakrishnan best suited next ceo,2012-08-22,0.3333333432674408,positive,1.0,positive
971,facebook replace infosys nasdaq 100 december 12,2012-12-05,0.0,neutral,0.0,neutral
972,narayana murthy compromised high standards infosys,2013-06-04,0.1599999964237213,positive,0.0,neutral
973,infosys make youth responsible growth mohandas pai,2013-07-09,0.20000000298023224,positive,0.0,neutral
974,infosys turnaround three senior employees promoted,2013-08-20,0.0,neutral,0.0,neutral
975,infosys better business momentum key valuation push,2013-10-12,0.25,positive,0.0,neutral
976,infosys disappoints q3 revenue dips,2017-01-14,0.0,neutral,0.0,neutral
977,infosys eyes global designs,2005-05-30,0.0,neutral,1.0,positive
978,troubling infosys,2007-10-15,0.0,neutral,0.0,neutral
979,cognizant set edge past infosys quarter,2012-05-08,-0.25,negative,0.0,neutral
980,infosys q1 net 33 fails meet street expectations,2012-07-12,-0.25,negative,0.0,neutral
981,infosys cuts revenue guidance,2012-07-12,0.0,neutral,0.0,neutral
982,et five ways lodestone buy help infosys,2012-09-10,0.0,neutral,1.0,positive
983,infosys losing momentum every vertical,2013-07-06,0.0,neutral,0.0,neutral
984,et vishal sikka bets labs reinvent infosys,2014-11-11,0.0,neutral,0.0,neutral
985,infosys disappoints quarter results,2015-04-25,0.0,neutral,0.0,neutral
986,infosys tcs cognizant violating h1b visa norms us official,2017-04-24,0.0,neutral,0.0,neutral
987,sensex nifty amid uk election infosys uncertainties,2017-06-09,0.0,neutral,0.0,neutral
988,infosys chairman nilekanis priorities focus ceo search board strategy,2017-08-25,0.0,neutral,0.0,neutral
989,infosys sets subsidiary us,2004-04-08,0.0,neutral,0.0,neutral
990,infosys wipro bag 5yr bp deal,2009-08-26,0.0,neutral,1.0,positive
991,infosys expand brazil  mexico,2009-10-12,0.0,neutral,1.0,positive
992,infosys q4 profit 1617 crore,2010-04-13,0.0,neutral,0.0,neutral
993,infosys richer 15857 cr,2010-04-13,0.0,neutral,0.0,neutral
994,infosys mahindra itc tcs forbes 2010 asia fab 50 list,2010-09-16,0.0,neutral,0.0,neutral
995,infosys q4 results miss expectations mohandas pai quits board,2011-04-15,0.0,neutral,0.0,neutral
996,infosys second quarter profit rises 121 qoq 3398 crore,2015-10-12,0.0,neutral,0.0,neutral
997,infosys gives bonus top performers tweaks compensation structure,2015-11-13,0.5,positive,1.0,positive
998,brussels terror spare effort find missing infosys staffer,2016-03-24,-0.20000000298023224,negative,0.0,neutral
999,infosys president quits top execs pressure,2017-06-17,0.5,positive,1.0,positive
1000,savour date infosys chief,2003-06-14,0.0,neutral,0.0,neutral
1001,smart investors eye quick gains infosys adrs,2005-05-13,0.2738095223903656,positive,0.0,neutral
1002,infosys q3 net profit jumps 31,2006-01-12,0.0,neutral,0.0,neutral
1003,infosys get greater branding visibilty,2006-12-09,0.5,positive,0.0,neutral
1004,5 die building collapse infosys campus,2006-12-14,0.0,neutral,0.0,neutral
1005,infosys technologies q4 net,2009-04-15,0.0,neutral,0.0,neutral
1006,tcs infosys ceos highest paid,2009-07-14,0.0,neutral,0.0,neutral
1007,infosys wipro rely innovation woo talent,2010-06-17,0.0,neutral,0.0,neutral
1008,infosys wipro tcs investing leadership training,2010-12-28,0.0,neutral,0.0,neutral
1009,wipro still lags behind tcs infosys,2011-04-04,-0.4000000059604645,negative,-1.0,negative
1010,seen heard infosys chairman,2011-04-16,0.0,neutral,0.0,neutral
1011,infosys gets park status west bengal,2012-06-14,0.0,neutral,0.0,neutral
1012,see wipro hcl infosys want nextgen leaders,2012-09-27,0.0,neutral,0.0,neutral
1013,infosys elevates senior vps creates younger second line,2014-06-14,0.0,neutral,0.0,neutral
1014,infosys q1 revenue rises 45 highest last 15 quarters,2015-07-21,0.0,neutral,0.0,neutral
1015,us law firms mull class action suit recover infosys investors possible losses,2017-08-20,0.05000000074505806,neutral,-1.0,negative
1016,infosys sell bellwether,2001-08-20,0.0,neutral,1.0,positive
1017,infosys reiterates revenues estimates,2001-09-21,0.0,neutral,0.0,neutral
1018,infosys profitable software company nasscom,2002-12-06,0.0,neutral,0.0,neutral
1019,infosys eyes europe japan acquisitions,2008-03-04,0.0,neutral,1.0,positive
1020,infosys coach sc students,2008-05-06,0.0,neutral,0.0,neutral
1021,tcs infosys likely start operations 2017 minister,2015-01-30,0.0,neutral,0.0,neutral
1022,kpit infosystems acquire us software firm,2003-08-15,-0.20000000298023224,negative,1.0,positive
1023,infosys hit virus attack,2004-06-29,0.0,neutral,-1.0,negative
1024,setback infosys arbitration h1b visa misuse case,2011-11-10,0.0,neutral,0.0,neutral
1025,infosys promises rs100cr investment mp,2011-11-15,0.0,neutral,0.0,neutral
1026,hcl infosystems bags 2200 cr uid contract,2012-08-10,0.0,neutral,1.0,positive
1027,wipro infosys battle regain lost glory,2014-12-09,0.0,neutral,0.0,neutral
1028,infosys acquire noah consulting 70 million,2015-10-19,0.0,neutral,1.0,positive
1029,seshasayee focus role chairman infosys,2016-08-01,0.0,neutral,0.0,neutral
1030,infosys hire 6000 techies annually next 2 years,2017-09-10,0.0,neutral,1.0,positive
1031,infosys ads amongst 50 fdi proposals cleared,2003-01-27,0.0,neutral,0.0,neutral
1032,kamath likely succeed infosyss narayana murthy,2010-08-16,0.0,neutral,0.0,neutral
1033,tcs infosys race irda project,2010-10-05,0.0,neutral,0.0,neutral
1034,infosys bosses take innovative path,2011-05-01,0.5,positive,0.0,neutral
1035,infosys job offer 78 nit students,2011-10-12,0.0,neutral,0.0,neutral
1036,infosys products play begins win admirers,2012-10-03,0.800000011920929,positive,0.0,neutral
1037,vadodara boy wins infosys award life sciences,2012-11-25,0.30000001192092896,positive,1.0,positive
1038,rupee fall cheers companies infosys tcs wipro,2013-06-21,0.0,neutral,0.0,neutral
1039,infosys hcl shying away government projects,2013-08-06,0.0,neutral,0.0,neutral
1040,infosys manager jumps death,2013-09-12,0.0,neutral,0.0,neutral
1041,infosys signs 5year deal swedish firm lansforsakringar,2014-03-18,-0.20000000298023224,negative,0.0,neutral
1042,infosys lost money every government project murthy,2015-07-21,0.0,neutral,0.0,neutral
1043,infosys q2 results 10 things know,2015-10-12,0.0,neutral,0.0,neutral
1044,infosys q3 net profit 1042 qoq,2008-01-11,0.0,neutral,0.0,neutral
1045,tcs infosys wipro sales drop,2009-03-14,0.0,neutral,0.0,neutral
1046,bengal wooing infosys set base kolkata,2010-01-20,-0.800000011920929,negative,0.0,neutral
1047,infosys cautious recovery,2010-04-13,0.0,neutral,0.0,neutral
1048,infosys irace stay till 2014,2010-04-14,0.0,neutral,0.0,neutral
1049,infosys us visa cost pass clients,2010-08-10,0.0,neutral,0.0,neutral
1050,infosys ap lock horns sez,2011-04-08,0.0,neutral,0.0,neutral
1051,finance department nod land allotment tcs infosys,2011-12-22,0.0,neutral,0.0,neutral
1052,without patni wouldve infosys,2012-05-08,0.0,neutral,0.0,neutral
1053,obamacare small cos stealing march tcs infosys,2013-08-12,-0.25,negative,0.0,neutral
1054,et infosys reward star performers bonuses,2013-10-21,0.0,neutral,0.0,neutral
1055,infosys team discovers solution study bones,2014-06-09,0.0,neutral,0.0,neutral
1056,chair set exinfosys chief iitmadras,2015-04-19,0.0,neutral,0.0,neutral
1057,infosys tcs wipro see big jump campus offers acceptance,2016-07-06,0.05000000074505806,neutral,0.0,neutral
1058,iisc prof wins infosys science prize engineering category awards given january 7,2016-11-18,0.30000001192092896,positive,1.0,positive
1059,indias infosys shares extend losses ceo quit,2017-08-21,0.0,neutral,0.0,neutral
1060,ril infosys among four firms global dow index,2008-11-12,0.0,neutral,0.0,neutral
1061,infosys shines make 2008 study,2008-12-31,0.0,neutral,0.0,neutral
1062,infosys tcs wipro stocks time buy,2009-07-28,0.0,neutral,1.0,positive
1063,infosys mah satyam shortlisted irda deal,2011-04-11,0.0,neutral,0.0,neutral
1064,infosys may face inquiry h1b norms violation,2011-04-15,0.0,neutral,0.0,neutral
1065,volatile currency movements hurt margins infosys,2011-07-29,0.0,neutral,0.0,neutral
1066,infosys tcs record losses 8 others add 47292 cr mcap,2012-01-15,0.0,neutral,0.0,neutral
1067,sensex tumbles 238 points disappointing infosys outlook,2012-04-13,-0.6000000238418579,negative,0.0,neutral
1068,infosys narayana murthy overturns ceo shibulals move decentralise decisionmaking,2013-08-26,0.0,neutral,0.0,neutral
1069,infosys reduces staff strength rd arm,2013-10-09,0.0,neutral,0.0,neutral
1070,two held infosys campus rape,2015-12-30,0.0,neutral,0.0,neutral
1071,infosys plans incentives top performers,2016-02-15,0.5,positive,1.0,positive
1072,trade unions desirable infosys ceo,2007-07-02,0.0,neutral,0.0,neutral
1073,infosys adds 12k employees q3,2008-01-11,0.0,neutral,0.0,neutral
1074,infosys set centre brazil,2009-06-08,0.0,neutral,0.0,neutral
1075,kris shibulal may lead infosys murthy,2010-07-24,0.0,neutral,0.0,neutral
1076,infosys announce board rejig today,2011-04-30,0.0,neutral,0.0,neutral
1077,construction infosys site start 4 mths,2011-10-25,0.0,neutral,0.0,neutral
1078,infosys create 13000 jobs madhya pradesh,2012-02-03,0.0,neutral,0.0,neutral
1079,partha chatterjee infosys meet raises hope,2012-09-07,0.0,neutral,0.0,neutral
1080,companies like tcs infosys wipro gain clients despite slowdown,2012-09-25,0.0,neutral,-1.0,negative
1081,infosys q2 profit rises 24 balakrishnan step cfo,2012-10-12,0.0,neutral,0.0,neutral
1082,infosyss market cap zooms 22000 crore day,2013-01-12,0.0,neutral,0.0,neutral
1083,infosys begin ceo search soon srinivas frontrunner,2014-02-10,0.0,neutral,0.0,neutral
1084,infosys build tallest freestanding clock tower,2016-02-02,0.0,neutral,0.0,neutral
1085,rock music infosys,2009-02-05,0.0,neutral,0.0,neutral
1086,infosys pursuing deals worth 1 billion quarter,2009-08-05,0.30000001192092896,positive,0.0,neutral
1087,tcs infosys wipro lead recruitment drive us,2012-07-30,0.0,neutral,0.0,neutral
1088,tcs infosys switch cripples mca 21 site,2013-01-30,0.0,neutral,0.0,neutral
1089,infosys pay 34m fine within 10 days settlement affect future visas,2013-10-31,0.2083333283662796,positive,0.0,neutral
1090,pravin rao wholetime director infosys kiran mazumdarshaw independent board member,2013-12-21,0.0,neutral,0.0,neutral
1091,kris boards ian first infosys founder join angel investor network,2014-09-25,0.25,positive,0.0,neutral
1092,infosys banking platform finacle looks invest usasia pac,2014-12-13,0.0,neutral,1.0,positive
1093,infosys sets 16 revenue growth target,2016-02-22,0.0,neutral,0.0,neutral
1094,awareness abroad infosys way,2001-08-24,0.0,neutral,0.0,neutral
1095,infosys boost work force hinjewadi,2004-08-03,0.0,neutral,0.0,neutral
1096,infosys tcs reputed firms study,2007-08-13,0.0,neutral,0.0,neutral
1097,recessionhit industry recover mid2010 infosys,2009-07-28,0.0,neutral,0.0,neutral
1098,currency fluctuation major worry infosys,2010-02-10,0.0625,neutral,0.0,neutral
1099,infosys trouble sez,2010-03-05,-0.20000000298023224,negative,0.0,neutral
1100,infosys set 2 centres bangalore,2010-05-25,0.0,neutral,0.0,neutral
1101,court case infosys us visa tax fraud,2011-02-26,0.0,neutral,0.0,neutral
1102,lateral hiring hcls beats tcs infosys,2011-04-09,0.0,neutral,-1.0,negative
1103,autopsy confirms infosys employee neelimas suicide,2012-08-11,0.0,neutral,0.0,neutral
1104,infosys sales team gets best increment,2013-06-15,1.0,positive,1.0,positive
1105,infosyss vishal sikka receives stock grant,2014-08-23,0.0,neutral,0.0,neutral
1106,infosys ceo vishal sikka board face heat founders,2017-02-09,0.0,neutral,0.0,neutral
1107,infosys legal trouble,2006-02-17,0.0,neutral,0.0,neutral
1108,et tcs infosys wipro plan promotions hefty hikes retain talent,2010-12-27,0.0,neutral,0.0,neutral
1109,kris kamath top contenders infosys chairman post,2011-04-22,0.5,positive,1.0,positive
1110,infosys gets four directors,2011-06-13,0.0,neutral,0.0,neutral
1111,meet co beats infosys patents,2011-12-01,0.0,neutral,0.0,neutral
1112,sp revises outlook tcs infosys wipro negative,2012-04-25,-0.30000001192092896,negative,0.0,neutral
